CNPJ	DATA_REF	CS_ALVO
705497000143	2017-04	0
77675866000127	2016-12	0
8548601000145	2017-05	0
22467166000155	2017-04	0
11936647000146	2017-04	0
8538075000132	2016-12	0
14744951000180	2016-10	1
26639607000100	2017-04	0
9582067000156	2016-12	1
5802406000101	2017-01	0
22715327000182	2017-01	0
21608745000108	2017-01	0
10378893000167	2016-09	0
21681589000100	2016-09	0
15031504000146	2017-03	1
92606490000192	2017-05	0
67785683000100	2017-04	0
276285000198	2017-01	0
71833552000129	2016-11	0
33163445000141	2016-09	0
23918386000110	2016-11	0
22663425000113	2017-05	0
7952331000170	2017-03	0
3673899000100	2017-02	0
14202745000148	2016-08	0
26165117000119	2017-01	1
11135170000108	2016-10	0
64771025000171	2016-11	0
23690713000120	2016-11	0
24659899000117	2016-12	0
1044850000154	2016-12	0
3546536000103	2016-12	0
19507705000128	2017-02	0
10477067000175	2016-11	0
11321763000150	2016-10	0
8812296000157	2017-05	0
55252068000150	2017-03	0
39704572000197	2017-04	0
7610310000177	2016-09	0
1362633000102	2017-04	0
62891783000106	2016-11	0
74797697000100	2017-03	0
17663143000267	2016-12	0
17801767000112	2016-08	0
59542738000123	2016-11	0
13090151000120	2016-08	0
13371627000109	2016-10	0
27525154000153	2016-12	1
42532358000105	2017-02	0
11109439000173	2016-09	0
30147995009135	2017-03	0
26691291000103	2017-02	0
53746699000108	2017-05	0
93811008000119	2016-12	0
11238663000165	2016-08	0
19451763000187	2016-10	0
14200617000165	2017-05	0
76371947000170	2016-11	0
74096702000157	2017-04	0
22135937000107	2017-05	1
21074550000125	2017-02	0
9470648000104	2017-05	0
21225977000187	2017-01	0
62136569000136	2017-05	0
15291820000157	2016-10	0
25035455000173	2016-07	1
21278033000178	2016-10	0
26572633000168	2016-09	0
5895071000202	2017-02	0
2232470000106	2017-04	0
10929047000198	2016-08	0
21160777000193	2016-08	0
17381923000133	2016-09	1
11116229000102	2017-06	0
20718252000168	2016-08	0
18164320000142	2017-05	0
5282729000111	2016-09	1
24064647000145	2016-12	0
15840587000114	2017-01	0
14575210000112	2016-10	0
27704428000171	2016-10	0
14495424000189	2016-10	0
26539400000163	2017-06	0
572510000214	2016-12	0
9097930000180	2017-05	0
23330821000191	2016-08	0
96623889000132	2017-01	0
26899623000131	2016-09	0
10853493000166	2017-03	0
7520216000127	2016-10	0
4769911000139	2017-02	0
19081928000176	2017-04	0
19137879000146	2016-07	0
18883134000163	2017-03	1
25265821000180	2016-09	0
64686173000198	2016-08	0
2335213000108	2017-02	1
5801230000173	2017-04	0
6790326000146	2017-03	0
4864435000216	2016-08	0
24151154000142	2017-01	0
13164183000122	2017-05	0
11440378000122	2016-11	1
2315824000186	2016-09	0
24821802000120	2016-11	0
23327840000169	2016-09	0
79955506000104	2016-11	0
38955753000123	2017-04	0
501373000146	2016-10	0
34704767000113	2016-11	0
7227889000193	2017-03	0
22668741000188	2017-03	0
21053559000150	2016-07	0
10406467000190	2017-04	0
17723152000115	2016-12	0
54271887000181	2017-05	0
14668990000145	2016-08	0
13955058000130	2016-10	0
19488730000101	2016-11	0
28346369000170	2016-10	1
94133493000181	2016-11	0
5128861000173	2017-03	1
3334045000190	2017-05	0
9546315000103	2016-10	1
17678875000140	2016-11	0
4026777000186	2017-04	0
23653475000182	2016-12	0
15492854000100	2017-03	0
6970318000181	2016-08	0
9472203000155	2017-04	0
11172669000187	2017-03	0
18296222000169	2017-04	0
531956000110	2017-01	0
19877326000120	2017-04	0
21189065000105	2016-12	0
8362815000122	2016-11	0
12530318000163	2016-09	0
12344337000103	2016-12	0
5865485000108	2017-04	0
24444501000125	2017-03	0
5793222000122	2016-12	0
7376548000180	2017-02	1
7113039000164	2016-09	0
11529686000129	2016-11	0
10920430000185	2016-09	0
12717743000166	2017-05	0
11137602000101	2016-10	0
4541519000138	2016-11	0
806038000156	2017-06	0
23273130000101	2017-02	0
19021868000104	2017-04	1
26762488000188	2017-05	1
17355193000104	2016-11	0
9153590000167	2017-03	0
12163664000150	2017-01	0
8562841000102	2016-12	0
6960142000187	2017-04	0
8883497000145	2016-07	0
18366255000138	2016-10	0
11481448000190	2016-09	1
4543610000192	2016-09	0
15048508000137	2017-04	0
3733097000130	2017-02	0
22053982000112	2016-09	0
8597832000149	2016-09	0
6115667000116	2017-04	0
5553506000141	2017-02	0
21647976000120	2016-10	0
18964680000129	2016-08	0
1943354000132	2017-06	0
14739465000335	2017-03	0
19560591000180	2016-10	0
22218644000193	2016-08	0
78069739000147	2017-03	0
13477388000168	2017-01	0
94762747000120	2016-08	0
8303171000100	2016-08	1
26606130000166	2016-11	1
7402146000102	2017-02	0
19500060000100	2016-11	0
10795431000145	2017-02	0
20246577000195	2016-07	0
17069186000138	2017-05	0
23929322000115	2016-10	0
15369158000100	2016-07	0
11603318000183	2017-02	0
26912937000127	2017-03	0
3346798000116	2017-03	0
57537375000102	2017-04	0
8895931000107	2017-04	0
17533094000167	2017-03	0
1137356000134	2017-05	0
25358835000149	2017-03	0
12538091000100	2017-01	0
16738632000197	2017-04	0
9394402000192	2017-01	1
21332049000111	2016-11	0
21528226000130	2016-11	0
2389281000141	2017-03	0
13201153000149	2017-03	0
45129574000100	2016-11	0
61400503000149	2016-08	0
6330797000171	2017-02	0
9543148000147	2017-02	0
15866547000141	2016-07	1
4128787000122	2017-05	0
16567443000107	2016-10	1
59347393000157	2016-08	0
17890820000107	2016-09	0
10919178000194	2017-02	0
4345248000145	2017-02	1
1569648000146	2016-12	1
23631481000139	2016-08	0
4289735000138	2017-06	0
21649229000121	2017-01	0
20325267000166	2017-02	0
6660626000100	2016-12	1
17464673000103	2016-08	0
9552556000165	2016-09	0
24662961000120	2016-12	0
10312339000187	2017-01	0
27185135000125	2016-12	0
18291723000152	2016-11	0
12981196000121	2017-05	1
66345877000122	2016-09	0
6262859000155	2017-02	0
25093695000124	2017-02	0
9284430000157	2016-12	0
22666196000190	2017-02	0
55496764000101	2017-03	0
23758999000138	2016-12	0
9644704000171	2017-05	0
97385470000152	2016-11	1
8423966000143	2016-08	0
10713233000195	2016-09	0
4117213000159	2016-07	0
9094751000199	2017-06	0
7661931000180	2016-11	0
12887219000133	2017-06	0
10623016000104	2016-09	0
31861644000106	2017-01	0
5026218000139	2017-04	0
8329661000177	2016-08	0
20814811000133	2016-10	0
9289970000123	2016-08	0
8055193000190	2017-02	0
9581270000108	2017-03	0
18674137000197	2016-08	0
9273410000180	2017-04	0
21864693000130	2016-08	0
19214168000128	2016-11	0
3381990000143	2016-08	0
8868205000103	2016-07	0
26118798000164	2017-01	0
2147960000104	2016-07	0
2233046000186	2016-10	0
23114573000141	2016-11	0
6959565000187	2017-04	0
7897609000154	2017-05	0
9353125000170	2016-12	0
22514026000190	2016-10	0
20552207000186	2017-03	0
7647329000198	2017-01	0
26407575000117	2017-06	0
75637397000126	2016-10	1
4255277000116	2017-03	0
73805863000100	2016-11	0
9218458000196	2016-12	0
9531910000175	2016-10	1
11456615000143	2016-12	0
7792512000187	2017-04	0
5856543000129	2017-01	0
6863447000170	2017-01	0
22165307000185	2016-10	0
10567077000100	2017-05	0
10598520000100	2017-02	0
20624143000181	2017-01	1
22965452000140	2017-04	0
89734446000153	2017-04	0
12866910000130	2017-02	1
21169549000184	2017-02	0
15864356000140	2017-01	0
3642921000146	2016-12	0
9267007000149	2016-08	0
41725714000144	2016-11	0
9384704000180	2016-08	0
26086571000184	2016-08	0
17261409000164	2016-08	1
7716614000113	2017-05	0
16823925000172	2017-06	0
22284628000107	2016-10	0
24180224000190	2016-12	1
8226000139	2017-01	0
1694619000106	2017-06	0
62326756000182	2016-07	0
4679351000121	2016-11	0
5056374000142	2017-05	0
18525163000153	2016-09	1
8345559000165	2017-03	0
14443957000117	2017-04	0
2065957000141	2017-04	0
15300333000103	2017-01	0
7770890000160	2017-03	0
19469481000107	2016-11	0
22920567000119	2016-07	0
24390362000102	2016-09	0
12468164000127	2016-11	0
12104987000173	2017-03	1
27074807000125	2016-12	0
2637039000140	2017-03	0
15389594000141	2016-10	0
86815826000124	2017-04	0
3397807000106	2017-03	1
14265247000144	2016-10	0
418477000191	2016-08	0
18688858000156	2017-02	0
21434677000108	2016-09	0
27385805000157	2016-09	1
14992949000120	2016-08	0
12335065000177	2017-05	0
3298083000135	2016-08	0
23775846000107	2017-05	0
14662706000123	2016-12	0
10945085000134	2016-08	0
8456575000125	2016-10	0
7660708000118	2017-04	0
950557000193	2017-03	0
11103153000180	2016-11	0
4078469000102	2017-04	0
17111024000110	2016-11	0
12053959000174	2016-11	0
16924061000185	2016-08	1
27705585000100	2017-02	0
21893962000197	2017-01	1
3461437000200	2016-09	0
53343216000116	2016-08	0
19121393000110	2016-10	1
6323948000164	2017-01	0
24395122000192	2017-03	0
12185767000111	2016-12	0
23178541000100	2017-05	0
14983774000194	2017-01	1
18626590000128	2017-01	0
3560062000146	2016-12	0
26103062000112	2017-02	0
13108325000134	2016-08	0
1549990000184	2017-01	0
18490194000116	2017-02	0
4149493000187	2017-02	0
51999787000188	2017-01	0
75534412000100	2017-01	0
949044000162	2017-03	0
20535220000127	2016-09	1
16462497000108	2017-06	0
24851376000178	2016-11	0
17844436000160	2016-12	0
52756129000128	2016-08	0
24596411000150	2016-07	0
10409684000133	2017-05	0
23725796000145	2017-01	0
89859078000170	2017-02	0
4671791000132	2017-03	0
5534502000116	2016-10	1
20452250000170	2016-08	0
23243556000104	2017-06	0
4371205000134	2017-03	0
17887727000135	2016-08	0
10424931000170	2017-03	0
26302198000151	2017-01	1
22946881000170	2017-04	0
21601783000139	2016-12	1
27104600000156	2016-12	1
71711261000168	2016-12	0
72432685000156	2016-10	0
4853119000168	2017-05	0
60414513000170	2017-05	0
5609451000144	2017-03	0
26380402000152	2016-10	0
17109452000109	2017-03	0
62021399000144	2017-05	0
7167130000162	2016-09	0
4616994000126	2016-08	0
3472207000238	2017-05	1
6863011000181	2016-09	0
22161508000104	2016-10	1
10950679000133	2016-12	0
9247177000161	2017-02	0
18979654000174	2017-02	0
15460651000131	2017-05	0
14579507000156	2017-03	0
17504659000188	2017-04	0
74157215000157	2017-04	0
12269267000168	2016-08	0
11842197000122	2016-09	0
21851150000189	2016-10	1
35157007000104	2017-01	0
11007269000116	2016-08	0
11317756000185	2016-10	0
9630313000106	2017-04	1
10708277000127	2016-09	0
94603784000196	2016-12	0
5675062000117	2017-04	0
26440013000175	2016-07	0
12565452000108	2016-10	0
13103085000185	2017-01	0
16744037000164	2016-08	0
4899040000178	2017-01	0
304044000105	2017-01	0
14802178000160	2016-12	0
48116404000171	2016-09	0
9176969000192	2017-02	0
2433347000153	2016-11	0
24876070000176	2017-06	0
9190168000181	2017-03	0
11484618000190	2016-07	0
7420443000180	2017-01	0
10404748000103	2016-12	0
11751836000144	2017-02	0
3735605000119	2017-01	0
26579591000197	2016-08	0
9143506000124	2017-04	1
33398041000137	2017-03	0
5491166000171	2017-01	0
10528783000134	2017-05	0
20862182000117	2016-10	0
78438983000130	2017-01	0
7650748000189	2016-10	0
13233138000182	2017-02	0
26092873000165	2016-08	0
24822592000195	2017-06	0
14410352000200	2016-11	0
5330120000170	2017-03	0
18112766000123	2016-10	0
22731394000190	2016-07	0
3350407000137	2016-10	0
18916059000190	2017-02	0
17053048000160	2016-10	0
18843985000182	2017-02	0
19106631000118	2016-11	1
10870992000161	2016-12	0
11399868000122	2016-11	0
5216231000150	2017-06	0
5341070000127	2017-05	0
20119998000155	2017-03	0
60230422000185	2017-05	0
1973331000170	2017-06	0
4843457000119	2017-02	0
8320233000183	2017-01	0
26186283000100	2016-12	0
13645179000186	2017-02	0
14410983000149	2016-10	0
26741464000142	2017-01	0
9942767000104	2016-07	0
20841698000185	2017-05	0
17232630000194	2016-11	1
23954365000150	2016-10	0
22001556000135	2016-09	0
21916948000161	2017-04	0
21859664000180	2016-09	0
9521019000158	2017-01	0
15469549000105	2017-03	0
4413784000130	2017-02	0
84012053000112	2016-07	1
15244546000165	2017-03	0
26181652000163	2017-03	0
5956109000110	2016-11	0
15316606000108	2016-09	0
65274623000106	2017-01	0
14821575000180	2017-02	0
23729821000169	2016-11	0
12684871000150	2016-11	0
97236731000172	2017-02	0
4931229000109	2016-11	0
9307025000107	2016-07	0
225628000195	2016-07	0
15106044000178	2017-02	0
19154593000179	2016-09	0
6139710000183	2017-04	0
10220765000190	2016-08	0
20880667000133	2017-06	0
20599020000138	2017-06	0
8714565000142	2016-07	0
13254076000195	2017-03	0
4705127000167	2016-09	1
9326928000135	2017-05	0
33414202000139	2017-01	1
8210436000117	2017-02	0
4216802000194	2017-04	0
8962345000138	2016-11	0
42102715000103	2016-12	0
13797738000173	2016-10	1
19013172000128	2016-12	0
1354922000160	2017-05	0
19916465000115	2017-05	0
4963646000125	2017-06	0
14786058000117	2016-12	0
7386269000105	2016-11	0
4668212000100	2016-10	0
23879130000141	2017-01	1
11368493000133	2016-09	1
3063806000117	2016-10	0
60429263000142	2017-06	0
22018961000166	2017-03	0
2177196000110	2017-01	0
48913263000118	2016-11	0
20612863000127	2017-02	0
21826930000179	2017-04	0
7630652000159	2017-03	1
8459953000124	2017-02	0
16684691000120	2016-12	0
11051762000133	2017-01	0
20616396000103	2016-11	1
16731991000112	2016-07	0
4442527000127	2017-01	1
36361269000140	2017-03	0
2119318000111	2016-11	0
17028090000121	2016-10	0
10390254000117	2016-07	0
94188489000110	2017-04	0
25961163000161	2017-01	0
17746003000171	2017-05	0
11602053000107	2017-04	0
27564869000115	2017-06	0
10337660000116	2017-04	0
11371805000168	2016-10	0
95843454000130	2016-09	0
63998199000109	2017-01	0
27475377000153	2017-02	0
12384273000166	2017-05	0
13990238000153	2016-07	0
13359714000132	2017-02	0
94407756000101	2017-01	0
24747723000117	2016-09	0
14689181000110	2017-03	1
14247280000141	2017-02	1
22183324000145	2016-11	0
9269294000126	2016-11	0
18801941000190	2016-12	1
19102715000183	2017-01	0
22717922000157	2017-04	0
12513741000155	2016-12	1
2246614000183	2017-01	0
20861171000112	2017-05	0
20481352000113	2016-11	0
5744356000153	2016-11	0
23731791000125	2016-09	0
11580944000100	2017-03	0
11708919000150	2017-01	0
2078658000141	2017-06	0
2391741000176	2017-03	0
25003347000119	2017-01	0
7573978000191	2017-03	0
8375093000140	2017-01	0
19048574000168	2017-01	0
9441700000196	2017-02	0
11294925000109	2016-07	0
2724600000128	2017-03	0
79996385000149	2016-12	0
15356911000123	2016-11	0
132890000195	2016-12	0
17611758000169	2016-11	0
21721058000102	2016-11	0
20903407000136	2016-09	0
23312385000128	2016-07	0
3681686000111	2016-07	0
24928667000117	2017-02	0
7442879000170	2017-04	0
19626721000130	2017-04	0
2714682000120	2016-10	0
12037010000180	2016-09	0
13010404000108	2016-10	0
4954489000191	2016-11	0
11173504000120	2016-09	0
8353768000150	2016-08	0
595968000108	2016-07	1
18139395000173	2016-10	0
5745003000178	2016-10	0
7292351000162	2016-12	0
26510323000119	2017-03	1
23800043000157	2016-12	0
10488843000132	2017-05	0
4483246000112	2016-12	0
20964456000189	2016-10	0
13065532000230	2016-08	1
12153593000105	2017-02	0
21539778000143	2017-05	0
24027875000145	2016-08	0
4611017000136	2017-03	0
13888569000187	2016-11	0
7075803000154	2017-01	0
14431089000155	2016-08	0
3707723000113	2017-01	0
17547741000190	2016-12	0
3354096000184	2017-03	0
24267174000183	2017-04	0
64305600000140	2017-02	0
47253745000126	2016-07	0
7167642000129	2016-08	0
14864101000115	2016-11	0
24407274000168	2017-01	0
17235294000133	2017-01	0
8638913000140	2016-12	0
7242099000187	2016-11	0
8220904000134	2016-07	0
17353920000196	2017-01	0
8603080000181	2017-04	0
12089205000174	2016-12	0
1370929000175	2016-08	1
22354363000168	2016-11	0
7655941000102	2017-01	0
21966897000182	2016-12	0
8278349000100	2016-10	1
20434477000192	2017-01	0
8965364000118	2016-11	0
58746116000154	2016-12	0
16863569000110	2016-11	0
15832817000101	2017-05	0
9274934000196	2017-06	0
19739035000175	2017-05	0
14987964000180	2017-05	0
24559183000148	2017-05	0
24104666000158	2016-10	0
11510772000190	2017-01	0
3863352000169	2017-05	0
2534243000135	2016-08	0
3988453000166	2017-04	0
21751782000170	2016-08	0
2543449000121	2016-09	0
7296749000177	2016-11	0
16684372000114	2017-04	0
9146783000190	2016-10	1
92115849000129	2017-05	0
63338743000196	2017-02	1
324409000163	2017-06	0
16963794000129	2016-09	0
10701326000108	2017-05	0
6973537000114	2016-12	0
7756402000160	2016-07	0
2517083000116	2016-11	0
21959616000164	2016-10	0
15794974000161	2017-03	0
8661991000165	2017-05	0
418408000188	2016-11	0
5640156000150	2016-08	0
17502354000137	2016-11	0
4721332000116	2017-02	0
4374470000176	2016-07	0
10446055000183	2016-11	0
29345287000173	2016-12	0
24167689000101	2017-06	1
643318000190	2017-03	0
7657278000185	2017-05	0
16981211000192	2016-10	0
2662044000102	2017-03	0
8796185000102	2017-05	1
9148761000160	2016-12	0
205532000165	2017-06	0
11304567000178	2016-09	0
11967517000170	2016-12	0
212312000169	2017-04	0
57312431000100	2017-01	0
8736030000172	2017-01	0
5800361000136	2017-02	0
8029245000153	2017-02	0
23746823000166	2016-11	1
2112477000194	2016-08	1
19486437000105	2017-04	0
24084930000139	2017-01	0
26479637000104	2016-09	0
7871910000199	2016-09	0
4153160000121	2017-04	0
7990983000108	2016-08	0
24553114000127	2017-02	0
19686606000150	2016-09	0
24147384000138	2016-12	0
9611749000140	2017-03	0
2483165000197	2016-09	0
556223000130	2016-12	0
1368195000190	2017-06	0
72585920000120	2017-05	0
5376483000147	2016-08	0
15787423000170	2017-03	0
24884170000144	2016-09	0
24723548000128	2017-03	0
9227758000131	2017-02	0
17186358000153	2017-05	0
5240237000163	2016-09	1
21927519000190	2017-01	0
24806102000167	2017-01	0
17860366000133	2016-11	0
19541924000123	2017-06	0
8790035000183	2016-08	0
10646804000116	2016-10	0
51022358000156	2017-01	1
8493425000191	2016-08	0
19373116000102	2017-03	1
17535349000120	2017-01	1
2950620000117	2017-03	0
58821331000172	2016-11	0
18752298000151	2016-11	0
5877901000180	2017-02	0
54823687000194	2017-01	0
20287106000125	2016-12	0
13289555000147	2016-12	0
26050800000100	2017-06	0
20264440000163	2016-08	0
37169752000190	2016-07	0
50657246000109	2016-11	0
5455768000173	2017-05	0
96259676000173	2017-04	0
17083446000120	2017-04	0
4762177000186	2017-01	0
18151010000193	2016-10	0
6910989000157	2016-09	0
62328935000159	2017-02	0
215543000126	2017-05	0
21052289000162	2016-07	0
15031792000139	2016-10	0
548817000107	2016-08	0
5358729000158	2017-05	0
12507202000103	2017-05	1
24353082000116	2016-07	0
19130436000204	2017-03	0
13738418000142	2017-02	0
8639724000191	2016-09	0
11093475000196	2017-02	0
72620495000162	2017-01	0
5127977000198	2017-05	0
23054959000105	2016-07	0
19880518000195	2016-11	1
19225862000140	2017-05	0
19432052000165	2017-04	0
9015832000156	2016-08	0
17341008000114	2017-05	0
7126526000242	2016-10	0
61227252000142	2017-02	0
24409315000155	2016-10	0
11250147000156	2017-01	0
190208000110	2017-04	0
17961850000159	2017-04	0
2690033000136	2017-01	1
22775159000110	2016-10	0
11690037000105	2017-05	0
3987840000188	2017-02	0
3416354000100	2016-09	0
3299189000153	2017-03	0
24234780000100	2017-04	0
61385266000194	2017-01	0
3965031000175	2017-03	0
7690212000197	2017-06	0
17179090000122	2017-03	0
7333399000171	2017-05	0
18102553000110	2016-07	0
13964380000126	2017-03	0
26071718000162	2016-09	0
14701226000124	2017-06	0
12632770000136	2017-01	0
14293866000142	2017-02	0
12237133000165	2016-08	0
72070337000186	2017-05	0
17707638000160	2017-02	0
103474000169	2016-12	0
17503340000138	2016-12	1
18061951000136	2017-03	0
1490147000170	2016-12	0
2311783000150	2016-10	0
18317470000149	2017-05	0
27308673000160	2016-10	0
4641234000179	2016-09	0
21920341000155	2016-08	0
10546860000260	2016-12	0
37098415000150	2016-12	0
8378052000108	2017-01	1
24145688000166	2016-10	0
54777719000162	2016-10	0
9654754000130	2017-03	0
49502271000134	2017-02	0
12804528000100	2016-08	0
11320545000100	2017-03	0
24469148000138	2016-09	1
4943375000146	2017-03	0
13128659000250	2017-04	0
343334000168	2016-10	0
779171000160	2016-09	0
20971191000146	2016-11	0
21872515000151	2016-11	0
17566371000138	2016-12	0
10672254000100	2016-09	0
13210727000145	2016-12	0
91917567000182	2016-09	0
57139206000114	2017-02	0
1719289000166	2016-10	0
15580034000170	2017-04	1
22683764000161	2017-01	0
8282381000150	2017-02	0
4929751000148	2016-09	0
24351584000108	2017-02	0
23891254000142	2016-08	0
22081675000145	2016-09	0
24470378000117	2017-04	0
7460792000126	2017-06	1
23325379000105	2016-10	0
4049160000186	2017-03	1
20564100000158	2017-04	0
20329678000120	2016-08	0
4463460000107	2016-07	0
11238106000144	2017-03	1
23495462000122	2017-01	0
19336043000170	2017-06	1
12966100000156	2017-05	0
23658457000193	2017-02	0
4280050000120	2016-12	0
8802756000166	2017-03	0
55894687000148	2017-04	0
17945041000153	2017-02	0
23922399000163	2017-04	1
25209622000155	2017-05	0
24373269000181	2016-10	1
5876833000134	2017-05	1
10855786000182	2017-06	0
21096847000191	2017-05	0
37595246000163	2017-06	0
1209168000174	2016-07	0
12509302000179	2017-05	0
13365233000130	2017-04	0
65443095000163	2016-10	0
59983940000190	2017-02	0
15669318000137	2017-05	0
47974951000125	2017-02	0
11465827000197	2017-03	0
2208350000173	2017-03	0
14615278000188	2017-01	0
16396334000166	2017-03	0
17558881000163	2016-12	0
6300103000153	2017-02	0
22584803000173	2017-04	0
21227203000195	2016-10	0
15754893000138	2017-05	0
1729739000100	2016-10	0
1319214000198	2016-07	0
14286472000167	2017-05	0
2704954000100	2016-09	0
9451137000137	2016-11	0
19107652000158	2016-07	1
18089293000190	2017-02	0
7735322000128	2016-10	0
71100556000106	2016-11	0
7410767000138	2016-10	0
9296474000105	2017-01	0
24146179000158	2016-08	0
29507985000128	2016-07	1
8982339000142	2017-02	0
8373800000160	2016-09	0
11194950000110	2017-01	0
24501480000132	2016-12	0
3483863000155	2017-01	0
2858047000116	2017-05	0
30994529000139	2016-09	0
11232852000120	2016-12	1
3959284000136	2016-08	1
11391175000193	2016-11	0
13349703000171	2017-05	0
23988901000139	2016-11	0
23047358000175	2017-05	0
6231397000109	2016-10	0
10625193000120	2016-07	0
4943022000146	2017-03	0
9416632000105	2017-05	0
4359633000141	2017-04	0
11705853000145	2017-04	0
21550197000102	2016-11	0
12431614000107	2016-10	0
7827897000170	2016-09	0
8257879000163	2016-08	0
26231024000145	2016-12	0
18210355000170	2017-02	1
15523912000115	2016-09	0
8967626000183	2016-10	0
1461399000170	2016-10	0
20063363000183	2016-07	0
83073767000178	2017-05	0
21926491000176	2016-08	1
11707183000104	2017-02	0
13234736000176	2016-12	0
10282905000155	2017-01	0
484482000100	2016-11	0
66914656000128	2017-01	0
14708711000120	2017-04	0
10825486000150	2016-10	1
21216717000145	2017-01	0
22581603000167	2016-07	0
27732569000106	2017-04	0
17490147000100	2016-10	0
24718158000160	2017-01	0
21961335000146	2016-12	0
11839044000126	2017-02	0
22057300000140	2016-08	0
8436204000181	2016-08	0
7613671000177	2017-05	0
21812798000146	2016-10	0
21293192000141	2016-07	0
18791829000115	2016-11	0
869432000133	2016-12	0
9108353000184	2016-09	0
22348780000106	2016-07	0
3930579000180	2016-09	1
60408937000122	2016-11	0
9064222000142	2016-07	1
3045752000167	2017-06	0
62873807000196	2016-12	1
10660288000184	2017-05	0
11852426000190	2017-02	0
22320195000190	2017-02	0
24271875000196	2017-03	0
20380595000165	2017-03	0
269369000102	2017-04	0
5052508000157	2017-05	1
8998140000102	2017-02	0
7203009000149	2017-02	0
50012384000130	2017-01	0
8753160000113	2017-04	0
24008901000198	2017-01	0
24553846000117	2017-05	0
22102399000154	2017-01	0
3835277000122	2017-01	0
14511845000156	2016-12	0
4042726000148	2016-10	0
21529860000197	2016-12	0
4841485000105	2016-09	0
9424945000105	2017-05	0
10890690000155	2016-09	0
50916162000142	2017-06	0
1593974000199	2017-04	1
9222571000226	2016-10	1
6922478000155	2016-12	0
19802244000116	2017-03	0
10821708000167	2017-05	0
8192438000120	2017-01	1
5018058000186	2017-05	0
18300845000168	2017-02	0
74212481000135	2016-12	1
2116141000108	2016-12	0
3682768000180	2016-12	0
13633424000135	2016-07	0
6119170000176	2017-02	1
22869075000146	2016-09	0
84972694000119	2016-12	0
9605717000131	2017-06	0
17804934000189	2016-07	0
10469862000111	2016-08	0
4801828000108	2017-04	0
4431297000109	2016-12	0
19420733000103	2016-11	1
20433807000125	2016-10	0
2801616000197	2017-04	0
91615625000113	2016-12	1
22043923000163	2017-02	0
8304927000127	2017-05	0
2642822000100	2017-03	0
94737624000130	2016-12	0
8048881000122	2017-02	0
25159875000161	2017-02	0
17289441000158	2017-03	0
5974734000195	2016-12	0
11284611000125	2017-02	0
10284550000133	2016-10	0
62739297000169	2016-10	0
10980629000107	2017-05	0
14514439000147	2017-01	0
24084864000105	2016-10	0
23594114000102	2016-09	0
8424267000118	2017-03	0
3428313000133	2016-11	0
5165330000150	2017-03	0
8624398000149	2017-03	0
68497536000106	2017-03	0
17821936000186	2016-09	1
10324033000140	2016-10	1
47445317000103	2016-11	0
23746710000160	2016-10	0
20881255000118	2016-08	0
27682620000104	2016-08	0
8325239000143	2017-03	1
92192632000112	2017-01	0
21217159000132	2016-10	1
26254957000158	2017-05	0
8541036000194	2016-09	0
7843076000128	2016-10	0
22420009000194	2016-11	0
23747410000104	2017-04	0
15814018000102	2017-01	0
8747747000110	2016-07	1
5481397000102	2017-03	0
19487785000105	2017-04	0
26195066000178	2017-04	0
9002790000119	2017-05	0
12761259000134	2016-08	0
91623181000168	2017-02	0
16629325000178	2016-10	0
7961798000187	2017-01	0
6139998000196	2017-03	1
12935152000165	2017-03	1
8182006000139	2016-09	0
11899213000113	2017-04	0
12956060000161	2017-03	0
78746559000152	2017-04	0
27382546000100	2017-01	0
9470988000127	2016-09	0
29361383000105	2017-05	1
8039461000180	2016-11	1
7387410000186	2017-05	0
32458069000150	2017-06	0
53073565000165	2017-03	0
6185848000119	2016-09	0
7206296000140	2016-11	0
47386461000108	2017-02	0
24972246000193	2017-05	0
53982781000123	2017-02	0
24425985000165	2017-02	1
9372126000161	2017-04	0
22592191000160	2017-02	0
14098023000195	2016-10	0
13950839000132	2017-06	0
13381946000278	2017-02	0
19009205000166	2016-09	1
5689127000183	2017-04	0
1785057000106	2016-09	1
1571354000159	2017-04	0
6196895000168	2017-04	0
6262883000194	2016-08	0
62629399000121	2016-08	0
64938772000151	2017-03	0
47392162000186	2016-11	0
5136173000155	2017-02	0
7732529000149	2017-01	0
17487720000126	2016-08	0
78217965000128	2017-01	0
31572597000172	2017-04	0
3590299000170	2017-05	0
90357708000197	2016-09	0
8248995000116	2016-07	0
3106578000115	2016-11	0
10672197000169	2016-08	0
8998084000106	2017-02	0
4988425000101	2017-03	0
388344000110	2017-03	0
23076810000127	2016-12	0
26485278000190	2016-12	0
19913358000133	2017-01	0
12273099000184	2016-10	1
62751342000109	2016-11	0
5134801000163	2017-04	0
58152349000129	2017-05	0
66603796000185	2017-02	0
26395733000166	2017-06	0
10198326000129	2016-12	1
56536923000117	2016-12	0
8886253000116	2016-09	0
22819707000167	2016-10	0
26553341000188	2016-08	0
12673158000101	2016-07	0
24243268000112	2016-07	0
20069701000194	2016-07	0
18180657000143	2017-01	0
31150576000169	2017-01	1
88331889000130	2017-01	0
8646754000125	2017-01	0
21975961000191	2016-09	0
17976959000160	2016-10	0
17160288000164	2016-08	0
16801393000172	2016-09	0
2709781000113	2016-10	1
2207643000136	2016-09	0
11393185000168	2017-04	0
14494206000120	2016-09	0
22047091000153	2017-02	0
60948429000137	2017-01	0
